query	volume	old_landing_url	new_landing_url	old_page_type	menu_group	category	subcategory	page_level	matched_dimensions	matched_values	reason	source_file
промты для генерации картинок фото	159	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото лов ис	158	/stil/love-is/	/stil/love-is/	programmatic_L1	Стили	Love Is	Общие	L1	style_tag	love_is	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для офисного фото	156	/stil/delovoe/	/stil/delovoe/	programmatic_L1	Стили	Деловое	Общие	L1	style_tag	delovoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для обработки фото машины	156	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
сгенерировать фото по промту бесплатно	156	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото на паспорт	156	/foto-na-pasport/	/foto-na-pasport/	programmatic_L1	Задачи	На паспорт	Общие	L1	doc_task_tag	na_pasport	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт чтобы улучшить качество фото	153	/promty-dlya-uluchsheniya-foto/	/promty-dlya-uluchsheniya-foto/	static_hub	Сценарии	Улучшение фото	Общие	L1	intent_action=uluchshenie	intent_action=uluchshenie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото весна	151	/vesennie/	/vesennie/	programmatic_L1	Сцены и объекты	Весна	Общие	L1	object_tag	vesna	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для фото девушки с цветами	150	/promty-dlya-foto-devushki/s-cvetami/	/promty-dlya-foto-devushki/s-cvetami/	programmatic_L2	Люди и отношения	Девушки	С цветами	L2	audience_tag+object_tag	devushka+s_cvetami	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации похожего изображения по фото	149	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для соединения фото	148	/promty-dlya-kollazha/	/promty-dlya-kollazha/	static_hub	Сценарии	Коллаж	Общие	L1	intent_action=kollazh	intent_action=kollazh	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для gpt фото девушки	147	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото с мужем военным	146	/promty-dlya-foto-s-muzhem/v-forme/	/promty-dlya-foto-s-muzhem/v-forme/	programmatic_L2	Люди и отношения	С мужем	В форме	L2	audience_tag+object_tag	s_muzhem+v_forme	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для обработки мужских фото	146	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для обработки фото мужчины	146	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для изменения стиля фото	144	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото со звездой	144	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото новогодняя	141	/sobytiya/novyj-god/	/sobytiya/novyj-god/	programmatic_L1	События	Новый год	Общие	L1	occasion_tag	novyy_god	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото на 23 февраля	141	/sobytiya/23-fevralya/	/sobytiya/23-fevralya/	programmatic_L1	События	23 февраля	Общие	L1	occasion_tag	23_fevralya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии фото портрет	141	/stil/portret/	/stil/portret/	programmatic_L1	Стили	Портрет	Общие	L1	style_tag	portret	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для чата гпт для обработки фото	140	/promty-dlya-obrabotki-foto/	/instrumenty/chatgpt/	static_hub	Инструменты	ChatGPT	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт для фото в стиле аниме	139	/stil/anime/	/stil/anime/	programmatic_L1	Стили	Аниме	Общие	L1	style_tag	anime	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовые промты для фото девушки	139	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/gotovye/	programmatic_L1	Люди и отношения	Девушки	Готовые промты	L2	audience_tag	devushka	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
промт для нейросети парное фото	138	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для семейного фото с детьми	136	/promty-dlya-semejnogo-foto/	/promty-dlya-semejnogo-foto/	programmatic_L1	Люди и отношения	Семья	Общие	L1	audience_tag	semya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
сделать фото с помощью промта	134	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото на улице	133	/na-ulice/	/na-ulice/	programmatic_L1	Сцены и объекты	На улице	Общие	L1	object_tag	na_ulice	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в горах	133	/v-gorah/	/v-gorah/	programmatic_L1	Сцены и объекты	В горах	Общие	L1	object_tag	v_gorah	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в полный рост	133	/v-polnyj-rost/	/v-polnyj-rost/	programmatic_L1	Сцены и объекты	В полный рост	Общие	L1	object_tag	v_polnyy_rost	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото с сестрой	133	/promty-dlya-foto-s-sestroy/	/promty-dlya-foto-s-sestroy/	programmatic_L1	Люди и отношения	С сестрой	Общие	L1	audience_tag	s_sestroy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для генерации фото фотосессии	133	/promty-dlya-fotosessii/	/promty-dlya-fotosessii/	static_hub	Сценарии	Фотосессия	Общие	L1	intent_action=fotosessiya	intent_action=fotosessiya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото мужчина в форме	133	/promty-dlya-foto-muzhchiny/v-forme/	/promty-dlya-foto-muzhchiny/v-forme/	programmatic_L2	Люди и отношения	Мужчины	В форме	L2	audience_tag+object_tag	muzhchina+v_forme	mapped to canonical semantic hub	wordstat_top_queries (1).csv
текст для промта для создания фото	131	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт взрослое и детское фото	131	/promty-dlya-detskih-foto/	/promty-dlya-detskih-foto/	programmatic_L1	Люди и отношения	Дети	Общие	L1	audience_tag	detskie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт сделать фото для gpt	131	/promty-dlya-sozdaniya-foto/	/instrumenty/chatgpt/	static_hub	Инструменты	ChatGPT	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промты для совместных фото ии	130	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото свадьбы	129	/sobytiya/svadba/	/sobytiya/svadba/	programmatic_L1	События	Свадьба	Общие	L1	occasion_tag	svadba	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в мультяшном стиле	127	/stil/multyashnoe/	/stil/multyashnoe/	programmatic_L1	Стили	Мультяшное	Общие	L1	style_tag	multyashnoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для восстановления старых фото	126	/promty-dlya-restavracii-foto/	/promty-dlya-restavracii-foto/	static_hub	Сценарии	Реставрация фото	Общие	L1	intent_action=restavratsiya	intent_action=restavratsiya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для ии фото с мамой	126	/promty-dlya-foto-s-mamoy/	/promty-dlya-foto-s-mamoy/	programmatic_L1	Люди и отношения	С мамой	Общие	L1	audience_tag	s_mamoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для нейросети военный для фото	126	/v-forme/	/v-forme/	programmatic_L1	Сцены и объекты	В форме	Общие	L1	object_tag	v_forme	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото в костюме	126	/v-kostyume/	/v-kostyume/	programmatic_L1	Сцены и объекты	В костюме	Общие	L1	object_tag	v_kostyume	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото валентинки	126	/sobytiya/14-fevralya/	/sobytiya/14-fevralya/	programmatic_L1	События	14 февраля	Общие	L1	occasion_tag	14_fevralya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для совместного фото с парнем	124	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации фото с парнем	124	/promty-dlya-foto-s-parnem/	/promty-dlya-foto-s-parnem/	programmatic_L1	Люди и отношения	С парнем	Общие	L1	audience_tag	s_parnem	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото с днем рождения женщине	123	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото поколений	123	/promty-dlya-foto-pokoleniy/	/promty-dlya-foto-pokoleniy/	programmatic_L1	Люди и отношения	Поколения	Общие	L1	audience_tag	pokoleniy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для улучшения старого фото	121	/promty-dlya-restavracii-foto/	/promty-dlya-restavracii-foto/	static_hub	Сценарии	Реставрация фото	Общие	L1	intent_action=restavratsiya	intent_action=restavratsiya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
создать промт для нейросети по фото	121	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
изменить фото по промту	119	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото советская открытка	119	/stil/otkrytka/	/stil/otkrytka/	programmatic_L1	Стили	Открытка	Общие	L1	style_tag	otkrytka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
редактор фото по промту	118	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
фото поколений на черном фоне промт	117	/promty-dlya-foto-pokoleniy/	/promty-dlya-foto-pokoleniy/	programmatic_L1	Люди и отношения	Поколения	Общие	L1	audience_tag	pokoleniy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии фото гта	117	/stil/gta/	/stil/gta/	programmatic_L1	Стили	GTA	Общие	L1	style_tag	gta	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания открытки по фото	117	/stil/otkrytka/	/stil/otkrytka/	programmatic_L1	Стили	Открытка	Общие	L1	style_tag	otkrytka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания делового фото	116	/stil/delovoe/	/stil/delovoe/	programmatic_L1	Стили	Деловое	Общие	L1	style_tag	delovoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для gpt для фото мужчин	116	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации красивого фото	115	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/krasivye/	static_hub	Сценарии	Создание фото	Красивые промты	L2	intent_action=sozdanie	intent_action=sozdanie	core semantic page + editorial modifier krasivye	wordstat_top_queries (1).csv
промт для создания студийного фото	115	/stil/studiynoe/	/stil/studiynoe/	programmatic_L1	Стили	Студийное	Общие	L1	style_tag	studiynoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото отца и дочери	114	/promty-dlya-foto-s-papoy/	/promty-dlya-foto-s-papoy/	programmatic_L1	Люди и отношения	С папой	Общие	L1	audience_tag	s_papoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в стиле фотосессии	114	/promty-dlya-fotosessii/	/promty-dlya-fotosessii/	static_hub	Сценарии	Фотосессия	Общие	L1	intent_action=fotosessiya	intent_action=fotosessiya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания черно белого фото	113	/stil/cherno-beloe/	/stil/cherno-beloe/	programmatic_L1	Стили	Черно-белое	Общие	L1	style_tag	cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания парного фото	113	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания парных фото	113	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для пар для обработки фото	113	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в пиджаке	113	/v-kostyume/	/v-kostyume/	programmatic_L1	Сцены и объекты	В костюме	Общие	L1	object_tag	v_kostyume	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото девушки в костюме	113	/promty-dlya-foto-devushki/v-kostyume/	/promty-dlya-foto-devushki/v-kostyume/	programmatic_L2	Люди и отношения	Девушки	В костюме	L2	audience_tag+object_tag	devushka+v_kostyume	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт студийное фото портрет	111	/stil/portret/	/stil/portret/	programmatic_L1	Стили	Портрет	Общие	L1	style_tag	portret	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото на день влюбленных	111	/promty-dlya-foto-vlyublennykh/14-fevralya/	/promty-dlya-foto-vlyublennykh/14-fevralya/	programmatic_L2	Люди и отношения	Влюбленные	14 февраля	L2	audience_tag+occasion_tag	vlyublennykh+14_fevralya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в деловом костюме	111	/stil/delovoe/v-kostyume/	/stil/delovoe/v-kostyume/	programmatic_L2	Стили	Деловое	В костюме	L2	style_tag+object_tag	delovoe+v_kostyume	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото поздравления с 23 февраля	111	/sobytiya/23-fevralya/	/sobytiya/23-fevralya/	programmatic_L1	События	23 февраля	Общие	L1	occasion_tag	23_fevralya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
генерировать фото по промту	111	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовые промты для фото мужчин	110	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/gotovye/	programmatic_L1	Люди и отношения	Мужчины	Готовые промты	L2	audience_tag	muzhchina	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
промт для изменения фона на фото	110	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для ии фото открытки	109	/stil/otkrytka/	/stil/otkrytka/	programmatic_L1	Стили	Открытка	Общие	L1	style_tag	otkrytka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для создания детских фото	108	/promty-dlya-detskih-foto/	/promty-dlya-detskih-foto/	programmatic_L1	Люди и отношения	Дети	Общие	L1	audience_tag	detskie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото на резюме	108	/foto-na-rezume/	/foto-na-rezume/	programmatic_L1	Задачи	Для резюме	Общие	L1	doc_task_tag	na_rezume	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото с машиной	107	/s-mashinoy/	/s-mashinoy/	programmatic_L1	Сцены и объекты	С машиной	Общие	L1	object_tag	s_mashinoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для делового фото мужчины	106	/promty-dlya-foto-muzhchiny/delovoe/	/promty-dlya-foto-muzhchiny/delovoe/	programmatic_L2	Люди и отношения	Мужчины	Деловое	L2	audience_tag+style_tag	muzhchina+delovoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для фото девушки в машине	106	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для ии фотосессии с фото	104	/promty-dlya-fotosessii/	/promty-dlya-fotosessii/	static_hub	Сценарии	Фотосессия	Общие	L1	intent_action=fotosessiya	intent_action=fotosessiya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания стикеров по фото	104	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для преобразования фото	104	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт черно белое фото женщины	104	/promty-dlya-foto-devushki/cherno-beloe/	/promty-dlya-foto-devushki/cherno-beloe/	programmatic_L2	Люди и отношения	Девушки	Черно-белое	L2	audience_tag+style_tag	devushka+cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото портрет поколений	103	/promty-dlya-foto-pokoleniy/portret/	/promty-dlya-foto-pokoleniy/portret/	programmatic_L2	Люди и отношения	Поколения	Портрет	L2	audience_tag+style_tag	pokoleniy+portret	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото с детской фотографией	103	/promty-dlya-detskih-foto/	/promty-dlya-detskih-foto/	programmatic_L1	Люди и отношения	Дети	Общие	L1	audience_tag	detskie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото на 8 марта	103	/sobytiya/8-marta/	/sobytiya/8-marta/	programmatic_L1	События	8 марта	Общие	L1	occasion_tag	8_marta	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото ии студийное	103	/stil/studiynoe/	/stil/studiynoe/	programmatic_L1	Стили	Студийное	Общие	L1	style_tag	studiynoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото нейросети на день рождения	102	/sobytiya/den-rozhdeniya/	/sobytiya/den-rozhdeniya/	programmatic_L1	События	День рождения	Общие	L1	occasion_tag	den_rozhdeniya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для ии изменения фото	102	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
создать фото с помощью промта	102	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в стиле масленицы	102	/sobytiya/maslenica/	/sobytiya/maslenica/	programmatic_L1	События	Масленица	Общие	L1	occasion_tag	maslenica	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото лав из	102	/stil/love-is/	/stil/love-is/	programmatic_L1	Стили	Love Is	Общие	L1	style_tag	love_is	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт день рождения на фоне детское фото	102	/promty-dlya-detskih-foto/den-rozhdeniya/	/promty-dlya-detskih-foto/den-rozhdeniya/	programmatic_L2	Люди и отношения	Дети	День рождения	L2	audience_tag+occasion_tag	detskie+den_rozhdeniya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
хороший промт для генерации фото	101	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для обработки женских фото	101	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для ии для фото девочки	100	/promty-dlya-foto-devochki/	/promty-dlya-foto-devochki/	programmatic_L1	Люди и отношения	Девочки	Общие	L1	audience_tag	devochka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото с цветами	100	/s-cvetami/	/s-cvetami/	programmatic_L1	Сцены и объекты	С цветами	Общие	L1	object_tag	s_cvetami	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для генерации фото gpt	100	/promty-dlya-sozdaniya-foto/	/instrumenty/chatgpt/	static_hub	Инструменты	ChatGPT	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт для фото семьи в профиль	100	/promty-dlya-semejnogo-foto/v-profil/	/promty-dlya-semejnogo-foto/v-profil/	programmatic_L2	Люди и отношения	Семья	В профиль	L2	audience_tag+object_tag	semya+v_profil	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото с знаменитостью	99	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для профессиональной обработки фото	99	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото в стиле гта	99	/stil/gta/	/stil/gta/	programmatic_L1	Стили	GTA	Общие	L1	style_tag	gta	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для генерации фото nano banana	98	/promty-dlya-sozdaniya-foto/	/instrumenty/nano-banana/	static_hub	Инструменты	Nano Banana	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт отредактировать фото	98	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в зимнем лесу	98	/zimnie/	/zimnie/	programmatic_L1	Сцены и объекты	Зима	Общие	L1	object_tag	zima	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото на пляже	98	/na-more/	/na-more/	programmatic_L1	Сцены и объекты	На море	Общие	L1	object_tag	na_more	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото мамы и папы	97	/promty-dlya-foto-s-mamoy/	/promty-dlya-foto-s-mamoy/	programmatic_L1	Люди и отношения	С мамой	Общие	L1	audience_tag	s_mamoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото на день рождения ребенка	97	/promty-dlya-detskih-foto/den-rozhdeniya/	/promty-dlya-detskih-foto/den-rozhdeniya/	programmatic_L2	Люди и отношения	Дети	День рождения	L2	audience_tag+occasion_tag	detskie+den_rozhdeniya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для фото в нейросети мужские	97	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания профессионального фото	96	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт ии изменить фото	96	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии фото поколений	96	/promty-dlya-foto-pokoleniy/	/promty-dlya-foto-pokoleniy/	programmatic_L1	Люди и отношения	Поколения	Общие	L1	audience_tag	pokoleniy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
детальный промт для генерации похожего фото	96	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/podrobnye/	static_hub	Сценарии	Создание фото	Подробные промты	L2	intent_action=sozdanie	intent_action=sozdanie	core semantic page + editorial modifier podrobnye	wordstat_top_queries (1).csv
промт для создания ретро фото	95	/stil/retro/	/stil/retro/	programmatic_L1	Стили	Ретро	Общие	L1	style_tag	retro	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт мужчина черно белое фото	95	/promty-dlya-foto-muzhchiny/cherno-beloe/	/promty-dlya-foto-muzhchiny/cherno-beloe/	programmatic_L2	Люди и отношения	Мужчины	Черно-белое	L2	audience_tag+style_tag	muzhchina+cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото новорожденного	95	/promty-dlya-foto-malysha/	/promty-dlya-foto-malysha/	programmatic_L1	Люди и отношения	Малыши	Общие	L1	audience_tag	malysh	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото папа и сын	94	/promty-dlya-foto-s-papoy/	/promty-dlya-foto-s-papoy/	programmatic_L1	Люди и отношения	С папой	Общие	L1	audience_tag	s_papoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для нейросети для обработки фото мужские	94	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
